st_gene_id	gene_id	gene_symbol	fpkm_con_1	fpkm_con_2	fpkm_con_3	fpkm_p_1	fpkm_p_2	fpkm_p_3	tpm_con_1	tpm_con_2	tpm_con_3	tpm_p_1	tpm_p_2	tpm_p_3	read_count_con_1	read_count_con_2	read_count_con_3	read_count_p_1	read_count_p_2	read_count_p_3	average_fpkm_con	average_fpkm_p	average_tpm_con	average_tpm_p	average_read_count_con	average_read_count_p
G9606_21435	56126	PCDHB10	1.04	0.98	0.85	0.96	0.94	0.75	2.11	1.95	1.72	2.03	2.01	1.6	66.44	53.77	53.13	59.41	58.51	46.2	0.956666667	0.883333333	1.926666667	1.88	57.78	54.70666667
G9606_8777	6004	RGS16	0.02	0.15	0.04	0.07	0	0.07	0.04	0.3	0.09	0.14	0	0.14	1	6	2	3	0	3	0.07	0.046666667	0.143333333	0.093333333	3	2
G9606_170	10717	AP4B1	6.23	6.1	6.02	4.93	4.64	4.96	12.58	12.15	12.28	10.45	9.96	10.66	249	211.07	246	200	197.12	202	6.116666667	4.843333333	12.33666667	10.35666667	235.3566667	199.7066667
G9606_10650	8678	BECN1	42.32	42.92	43.06	41.96	41.76	43.75	85.51	85.52	87.8	88.95	89.67	93.92	1674.01	1469.74	1681.38	1621.93	1630.47	1680.95	42.76666667	42.49	86.27666667	90.84666667	1608.376667	1644.45
G9606_21863	171024	SYNPO2	0.17	0.15	0.19	0.23	0.2	0.22	0.35	0.3	0.39	0.49	0.44	0.48	31.69	30.15	33.04	41.35	41.22	42.43	0.17	0.216666667	0.346666667	0.47	31.62666667	41.66666667
G9606_22871	51379	CRLF3	11.67	10.85	11.46	11.27	11.31	12.1	23.59	21.61	23.37	23.9	24.29	25.98	647.05	518.36	626.39	607.61	615.59	652.16	11.32666667	11.56	22.85666667	24.72333333	597.2666667	625.12
G9606_31179	9592	IER2	28.9	31.99	30.83	33.63	34.38	29.73	58.39	63.74	62.87	71.29	73.82	63.82	1169	1115.92	1230	1322.93	1365.41	1169.21	30.57333333	32.58	61.66666667	69.64333333	1171.64	1285.85
G9606_8682	285180	RUFY4	0.08	0.04	0.05	0.12	0.13	0.14	0.17	0.09	0.1	0.25	0.29	0.29	5	2	3	6	7	8	0.056666667	0.13	0.12	0.276666667	3.333333333	7
G9606_5076	151056	PLB1	0.27	0.19	0.2	0.31	0.22	0.24	0.54	0.39	0.42	0.66	0.48	0.51	26	16	19	29	20	24	0.22	0.256666667	0.45	0.55	20.33333333	24.33333333
G9606_5968	63979	FIGNL1	6.37	5.78	6.4	6.83	7.06	7.36	12.88	11.51	13.04	14.47	15.15	15.79	1328.59	1047.25	1313.27	1388.58	1453.11	1492.86	6.183333333	7.083333333	12.47666667	15.13666667	1229.703333	1444.85
G9606_11712	10169	SERF2	139.82	144.8	133.37	129.56	124.01	124.43	282.49	288.49	271.94	274.6	266.29	267.13	6976.72	6215.67	6559.74	6287.91	6068.8	6022.98	139.33	126	280.9733333	269.34	6584.043333	6126.563333
G9606_15337	353189	SLCO4C1	0.08	0.04	0.04	0.12	0.17	0.12	0.17	0.07	0.09	0.25	0.36	0.25	8.05	3.14	4.05	11.09	16.11	11.26	0.053333333	0.136666667	0.11	0.286666667	5.08	12.82
G9606_13539	10919	EHMT2	22.03	21.82	23.03	22.7	22.11	22.54	44.5	43.47	46.95	48.11	47.47	48.39	1704.2	1450.89	1757.37	1701.22	1666.25	1698.77	22.29333333	22.45	44.97333333	47.99	1637.486667	1688.746667
G9606_15343	79692	ZNF322	5.87	5.27	5.28	6	6.29	6.14	11.86	10.5	10.76	12.71	13.5	13.18	546	419	480.63	540	577	552	5.473333333	6.143333333	11.04	13.13	481.8766667	556.3333333
G9606_11904	57449	PLEKHG5	7.71	8.51	8.04	9.05	9.07	9.54	15.57	16.96	16.4	19.17	19.47	20.49	655.02	616.94	656.7	737.38	725.54	762.98	8.086666667	9.22	16.31	19.71	642.8866667	741.9666667
G9606_7992	2314	FLII	87.86	91.75	94.97	94.92	97.98	95.33	177.51	182.8	193.66	201.2	210.4	204.67	7114	6407.14	7585.49	7475	7788.55	7508.59	91.52666667	96.07666667	184.6566667	205.4233333	7035.543333	7590.713333
G9606_25686	445815	PALM2AKAP2	17.89	16.14	17.98	20.56	21.36	20.59	36.14	32.16	36.65	43.58	45.88	44.2	2425.27	1882.23	2401.68	2721.5	2843.83	2727.97	17.33666667	20.83666667	34.98333333	44.55333333	2236.393333	2764.433333
G9606_12657	127731	VWA5B1	0	0	0	0.04	0	0	0	0	0	0.09	0	0	0	0	0	2.23	0	0	0	0.013333333	0	0.03	0	0.743333333
G9606_29904	3915	LAMC1	37.37	35.82	38.19	40.36	42.23	42.44	75.51	71.38	77.88	85.54	90.68	91.12	5780	4777.89	5824.98	6069	6413.28	6382.01	37.12666667	41.67666667	74.92333333	89.11333333	5460.956667	6288.096667
G9606_8227	9039	UBA3	41.27	37.64	39.94	39.7	39.05	38.95	83.39	75	81.45	84.15	83.86	83.61	1644	1307	1579.86	1550.76	1542	1515	39.61666667	39.23333333	79.94666667	83.87333333	1510.286667	1535.92
G9606_8873	221	ALDH3B1	21.68	23.23	22.56	22.25	21.35	21.65	43.8	46.28	46	47.17	45.85	46.49	1150.44	1057.59	1184.67	1147.33	1118.06	1124.89	22.49	21.75	45.36	46.50333333	1130.9	1130.093333
G9606_2559	105379561	LOC105379561	0.23	0.32	0.34	0.24	0.3	0.33	0.47	0.65	0.69	0.51	0.65	0.7	5.82	9.05	10.13	7.43	7.47	10.04	0.296666667	0.29	0.603333333	0.62	8.333333333	8.313333333
G9606_32640	134353	LSM11	2.38	2.24	2.29	2.43	2.42	2.92	4.82	4.46	4.67	5.16	5.21	6.26	305.01	247.04	289.24	302.74	304.58	362.61	2.303333333	2.59	4.65	5.543333333	280.43	323.31
G9606_4140	23555	TSPAN15	18.55	17.75	16.98	19.72	19.05	19.34	37.47	35.36	34.62	41.79	40.9	41.52	636.06	518.02	576.02	644.87	636.16	625.4	17.76	19.37	35.81666667	41.40333333	576.7	635.4766667
G9606_34058	4438	MSH4	0.02	0	0.02	0	0.06	0	0.03	0	0.03	0	0.14	0	1	0	1	0	4	0	0.013333333	0.02	0.02	0.046666667	0.666666667	1.333333333
G9606_9029	401138	AMTN	0.27	0	0.38	0.27	0.22	0.38	0.54	0	0.77	0.58	0.47	0.82	5	0	7	5	4	7	0.216666667	0.29	0.436666667	0.623333333	4	5.333333333
G9606_10725	8202	NCOA3	16.11	15.25	16.54	18.16	18.8	19.3	32.55	30.39	33.73	38.5	40.38	41.43	2500.36	2041.31	2532.18	2740.59	2864.87	2912.14	15.96666667	18.75333333	32.22333333	40.10333333	2357.95	2839.2
G9606_8386	5164	PDK2	33.36	34.77	34.31	39.66	38.04	34.68	67.4	69.27	69.96	84.05	81.69	74.45	1273.35	1102.86	1244.34	1451.37	1366.28	1261.53	34.14666667	37.46	68.87666667	80.06333333	1206.85	1359.726667
G9606_14374	25813	SAMM50	56.07	60.12	59.57	49.56	51.13	53.2	113.29	119.79	121.47	105.05	109.79	114.21	1808	1671.95	1894.31	1554	1619	1668	58.58666667	51.29666667	118.1833333	109.6833333	1791.42	1613.666667
G9606_2610	6418	SET	164.7	158.1	160.23	151.05	153.3	154.65	332.76	315	326.71	320.15	329.19	332.01	9227.55	7652.22	8871.35	8240.7	8451.67	8437.95	161.01	153	324.8233333	327.1166667	8583.706667	8376.773333
G9606_15583	163782	KANK4	0.07	0.13	0.16	0.07	0.07	0.06	0.15	0.25	0.32	0.16	0.15	0.14	4.58	7.6	9.69	6.03	4.84	3.99	0.12	0.066666667	0.24	0.15	7.29	4.953333333
G9606_33369	7349	UCN	1.37	1.27	1.52	1.76	1.11	1.33	2.76	2.52	3.11	3.72	2.39	2.87	20	16	22	25	16	19	1.386666667	1.4	2.796666667	2.993333333	19.33333333	20
G9606_4767	51528	JKAMP	51.39	47.83	47.74	47.72	47.84	51.56	103.84	95.3	97.35	101.14	102.73	110.68	1774	1463.16	1643.87	1631	1648.37	1733.98	48.98666667	49.04	98.83	104.85	1627.01	1671.116667
G9606_295	11262	SP140	0.12	0.65	0.14	0.36	0.27	0.32	0.24	1.3	0.3	0.76	0.59	0.68	7.53	17.69	7.76	18.02	17.42	16.1	0.303333333	0.316666667	0.613333333	0.676666667	10.99333333	17.18
G9606_31513	148022	TICAM1	8.68	10.11	10.08	11.39	11.04	11.1	17.54	20.15	20.55	24.15	23.7	23.82	449	451	514.01	573	560.41	557.93	9.623333333	11.17666667	19.41333333	23.89	471.3366667	563.78
G9606_3365	347404	LANCL3	0.01	0.02	0.02	0.03	0.01	0.02	0.02	0.03	0.04	0.05	0.03	0.04	2.22	2.95	3.52	4.84	2.77	3.08	0.016666667	0.02	0.03	0.04	2.896666667	3.563333333
G9606_5535	51523	CXXC5	28.41	28.33	26.7	27.18	27.9	26.85	57.41	56.45	54.45	57.62	59.92	57.64	1310.97	1100	1197.99	1207.98	1260.26	1193	27.81333333	27.31	56.10333333	58.39333333	1202.986667	1220.413333
G9606_25111	375704	ENHO	5.05	7.3	5.65	4.34	5.09	5.03	10.2	14.55	11.51	9.19	10.93	10.8	97	121	107	81	96	94	6	4.82	12.08666667	10.30666667	108.3333333	90.33333333
G9606_4851	54585	LZTFL1	8.13	7.18	8.06	8.3	8.86	9.24	16.43	14.31	16.43	17.58	19.02	19.84	544	417.12	544	542	584	600	7.79	8.8	15.72333333	18.81333333	501.7066667	575.3333333
G9606_8210	146198	ZFP90	6.23	6	6.06	6.39	6.63	7.1	12.59	11.96	12.36	13.55	14.23	15.24	542.21	447.85	513.33	556.11	580.64	584.08	6.096666667	6.706666667	12.30333333	14.34	501.13	573.61
G9606_189	8496	PPFIBP1	8.74	8.31	8.48	9.51	9.95	10.02	17.66	16.55	17.29	20.16	21.38	21.52	981.51	792.4	890.09	969.42	1053.4	1028.12	8.51	9.826666667	17.16666667	21.02	888	1016.98
G9606_23233	83982	IFI27L2	37.14	36.53	37.76	34.64	33.09	33.31	75.03	72.79	77	73.43	71.05	71.51	293	248.57	293.81	265.78	256.35	255.51	37.14333333	33.68	74.94	71.99666667	278.46	259.2133333
G9606_10332	113000	RPUSD1	41.4	45.77	45.59	44.39	44.11	40.91	83.65	91.2	92.96	94.09	94.72	87.83	1511	1432.22	1636.09	1573.05	1571.66	1447.03	44.25333333	43.13666667	89.27	92.21333333	1526.436667	1530.58
G9606_32384	4701	NDUFA7	100.85	103.88	100.12	86.17	89.37	91.08	203.76	206.97	204.16	182.63	191.9	195.53	1050.96	933.57	1029.02	873.18	914.56	922.88	101.6166667	88.87333333	204.9633333	190.02	1004.516667	903.54
G9606_29313	115098	CCDC124	202.71	209.92	201.44	187.18	178.56	187.28	409.55	418.25	410.76	396.75	383.42	402.08	3740.61	3337.35	3662.34	3359.05	3238.22	3356.89	204.69	184.34	412.8533333	394.0833333	3580.1	3318.053333
G9606_27364	54386	TERF2IP	18.65	17.96	18.39	18.78	17.62	16.54	37.68	35.79	37.5	39.79	37.84	35.5	762	633	741	746	707	657	18.33333333	17.64666667	36.99	37.71	712	703.3333333
G9606_16671	10826	FAXDC2	4.4	4.74	4.18	6.17	5.81	5.63	8.89	9.44	8.53	13.07	12.47	12.09	266.83	248.95	251.85	363.2	351	322.31	4.44	5.87	8.953333333	12.54333333	255.8766667	345.5033333
G9606_7259	26071	RTL8A	64.77	64.95	61.9	59.85	58.51	63.72	130.87	129.4	126.21	126.86	125.64	136.79	1212.11	1066.43	1142.85	1090.3	1070.12	1155.32	63.87333333	60.69333333	128.8266667	129.7633333	1140.463333	1105.246667
G9606_1414	80336	PABPC1L	21.09	23.03	21.56	19.81	20.44	21.24	42.62	45.89	43.96	41.99	43.89	45.61	866	815.51	872.91	791.02	823.98	848.12	21.89333333	20.49666667	44.15666667	43.83	851.4733333	821.04
G9606_11239	90141	EFCAB11	3.32	3.51	3.53	3.33	3.36	3.24	6.71	6.99	7.21	7.05	7.22	6.95	182.19	159.16	187.02	174.53	179.4	166.76	3.453333333	3.31	6.97	7.073333333	176.1233333	173.5633333
G9606_17833	4990	SIX6	0.1	0.07	0.1	0.04	0.06	0.06	0.2	0.14	0.21	0.09	0.13	0.13	5	3	5	2	3	3	0.09	0.053333333	0.183333333	0.116666667	4.333333333	2.666666667
G9606_33242	118442	GPR62	0.05	0.03	0.1	0.05	0.1	0.03	0.1	0.06	0.2	0.11	0.22	0.05	2	1	4	2	4	1	0.06	0.06	0.12	0.126666667	2.333333333	2.333333333
G9606_20555	8225	GTPBP6	24.25	24.8	26.74	24.73	23.31	24.06	48.99	49.41	54.52	52.42	50.05	51.65	974.44	844.53	1048.99	966.67	906.94	931.56	25.26333333	24.03333333	50.97333333	51.37333333	955.9866667	935.0566667
G9606_15104	1991	ELANE	0.47	0.32	0.24	0.26	0.38	0.22	0.96	0.65	0.49	0.54	0.82	0.48	9	9	7	8	12	7	0.343333333	0.286666667	0.7	0.613333333	8.333333333	9
G9606_7318	11282	MGAT4B	86.58	95.19	93.63	102.28	101.08	94.34	174.94	189.66	190.92	216.78	217.04	202.53	4086.72	3865.33	4356.65	4685.26	4676.28	4354.08	91.8	99.23333333	185.1733333	212.1166667	4102.9	4571.873333
G9606_21770	51121	RPL26L1	75.08	84.41	79.28	65.32	64.65	63.13	151.7	168.19	161.66	138.44	138.83	135.53	1013.77	983.06	1055.81	867.65	867.94	841.9	79.59	64.36666667	160.5166667	137.6	1017.546667	859.1633333
G9606_16058	348645	C22orf34	0.14	0.02	0.07	0.02	0.15	0.08	0.27	0.04	0.14	0.05	0.32	0.16	10.34	5.75	8.08	8.02	9.69	7.18	0.076666667	0.083333333	0.15	0.176666667	8.056666667	8.296666667
G9606_12755	55924	INKA2	1.43	1.42	1.43	1.63	1.7	1.64	2.89	2.84	2.91	3.45	3.65	3.53	165.43	142.18	161.19	181.32	192.6	183.4	1.426666667	1.656666667	2.88	3.543333333	156.2666667	185.7733333
G9606_15870	653689	GSTT2B	26.66	34.42	30.37	24.91	26.86	23.94	53.87	68.58	61.93	52.81	57.68	51.4	552.09	613.55	619.62	501.65	547.01	480.65	30.48333333	25.23666667	61.46	53.96333333	595.0866667	509.77
G9606_12736	2475	MTOR	10.82	10.01	10.19	11.26	11.21	11.22	21.86	19.94	20.79	23.87	24.07	24.08	1776	1424.62	1658.91	1798	1817.8	1790.24	10.34	11.23	20.86333333	24.00666667	1619.843333	1802.013333
G9606_18122	1964	EIF1AX	58.11	51.44	53.72	48.45	49.42	51.24	117.41	102.48	109.55	102.68	106.11	110	4978	3800.03	4538.83	4035.68	4157.1	4267.78	54.42333333	49.70333333	109.8133333	106.2633333	4438.953333	4153.52
G9606_2894	4084	MXD1	2.32	2.01	2.35	2.2	2.53	2.72	4.69	4	4.79	4.67	5.42	5.84	251	186.69	250.94	231.96	268	286.01	2.226666667	2.483333333	4.493333333	5.31	229.5433333	261.99
G9606_21407	284391	ZNF844	0.65	0.55	0.57	0.51	0.74	0.68	1.31	1.1	1.16	1.09	1.59	1.47	83.33	59.34	69.47	62.7	92.36	83.91	0.59	0.643333333	1.19	1.383333333	70.71333333	79.65666667
G9606_28213	687	KLF9	2.98	2.81	2.92	6.1	6.46	6.23	6.03	5.59	5.96	12.94	13.87	13.37	302	244.99	292	601	642	613.01	2.903333333	6.263333333	5.86	13.39333333	279.6633333	618.67
G9606_19627	7484	WNT9B	0.23	0.16	0.18	0.29	0.16	0.2	0.47	0.33	0.38	0.6	0.35	0.43	12.37	7.29	9.81	15.65	9.59	11.05	0.19	0.216666667	0.393333333	0.46	9.823333333	12.09666667
G9606_4023	56898	BDH2	5.88	5.76	6.41	5.84	5.63	5.94	11.89	11.48	13.07	12.38	12.08	12.76	281.63	233.42	308.29	274	268.31	281.54	6.016666667	5.803333333	12.14666667	12.40666667	274.4466667	274.6166667
G9606_18904	25764	HYPK	34.81	33.15	32.89	26.57	27.71	28.44	70.33	66.05	67.07	56.31	59.5	61.05	1259.32	1033.44	1161.91	932.71	984.84	988.05	33.61666667	27.57333333	67.81666667	58.95333333	1151.556667	968.5333333
G9606_18368	6618	SNAPC2	28.44	29.92	28.16	27.18	26.03	24.97	57.46	59.62	57.42	57.62	55.9	53.6	821	744.95	801.8	763.12	738	700.9	28.84	26.06	58.16666667	55.70666667	789.25	734.0066667
G9606_1344	221336	BEND6	0.77	0.63	0.72	0.6	0.75	0.48	1.56	1.26	1.46	1.26	1.61	1.04	48.96	34.01	40	34.2	44.85	30.03	0.706666667	0.61	1.426666667	1.303333333	40.99	36.36
G9606_13134	119016	AGAP4	9.95	10.17	8.51	10.94	9.88	10.28	20.11	20.26	17.36	23.18	21.21	22.08	514.14	452.59	425.43	545.55	498.65	504.44	9.543333333	10.36666667	19.24333333	22.15666667	464.0533333	516.2133333
G9606_14994	4700	NDUFA6	80.74	81.61	77.78	65.2	62.64	65	163.13	162.6	158.59	138.2	134.51	139.56	1621	1413	1540	1272.98	1235	1269	80.04333333	64.28	161.44	137.4233333	1524.666667	1258.993333
G9606_401	5104	SERPINA5	0.02	0	0	0	0.05	0.07	0.05	0	0	0	0.1	0.15	1	0	0	0	2	3	0.006666667	0.04	0.016666667	0.083333333	0.333333333	1.666666667
G9606_16560	23429	RYBP	10.7	10.42	9.95	10.27	11.33	11.36	21.62	20.77	20.28	21.77	24.32	24.39	924	776.2	846.97	862.57	960.52	953.79	10.35666667	10.98666667	20.89	23.49333333	849.0566667	925.6266667
G9606_30586	26290	GALNT8	0	0.03	0.02	0.02	0.02	0	0	0.05	0.05	0.05	0.05	0	0	1	1	1	1	0	0.016666667	0.013333333	0.033333333	0.033333333	0.666666667	0.666666667
G9606_19388	6884	TAF13	7.26	6.19	6.08	5.89	6.31	6.03	14.67	12.34	12.39	12.49	13.55	12.94	109	80.18	90	86	93	88	6.51	6.076666667	13.13333333	12.99333333	93.06	89
G9606_14178	84912	SLC35B4	5.12	4.8	4.83	5.34	5.89	5.7	10.35	9.57	9.86	11.33	12.65	12.24	582.52	482.22	513.61	578.46	650.34	639.1	4.916666667	5.643333333	9.926666667	12.07333333	526.1166667	622.6333333
G9606_2778	127396	ZNF684	2.28	1.74	1.81	2.02	1.95	2.21	4.6	3.47	3.69	4.28	4.19	4.74	88	58	69.03	76	74	83	1.943333333	2.06	3.92	4.403333333	71.67666667	77.66666667
G9606_22853	4722	NDUFS3	68.92	72.58	70.5	65.3	63.25	64.62	139.25	144.61	143.75	138.4	135.81	138.74	1143	1038	1153	1053	1030	1042.05	70.66666667	64.39	142.5366667	137.65	1111.333333	1041.683333
G9606_5583	8061	FOSL1	106.48	95.68	90.41	127.2	121.6	123.24	215.13	190.62	184.35	269.61	261.12	264.58	3278	2548.86	2799.97	3834.72	3706.24	3718.5	97.52333333	124.0133333	196.7	265.1033333	2875.61	3753.153333
G9606_6135	7551	ZNF3	8.65	10.5	9.56	8.71	7.68	8.3	17.48	20.93	19.49	18.45	16.48	17.83	452.59	447.04	477.07	441.23	397.55	399.92	9.57	8.23	19.3	17.58666667	458.9	412.9
G9606_876	116984	ARAP2	1.07	0.87	0.96	1.05	1.19	1.21	2.15	1.74	1.95	2.23	2.56	2.61	152	110	138	149.99	169	173	0.966666667	1.15	1.946666667	2.466666667	133.3333333	163.9966667
G9606_21321	81848	SPRY4	3.89	3.57	3.66	4.88	4.97	4.81	7.87	7.12	7.47	10.34	10.67	10.32	382.97	298.37	355.01	457.02	478.01	450.64	3.706666667	4.886666667	7.486666667	10.44333333	345.45	461.89
G9606_30844	2304	FOXE1	0.01	0	0	0	0	0	0.03	0	0	0	0	0	1	0	0	0	0	0	0.003333333	0	0.01	0	0.333333333	0
G9606_15940	8560	DEGS1	57.84	57.34	56.43	56.53	57.78	58.44	116.86	114.25	115.07	119.81	124.07	125.46	2251.01	1924.33	2165.45	2144.5	2210.36	2217.17	57.20333333	57.58333333	115.3933333	123.1133333	2113.596667	2190.676667
G9606_4945	10274	STAG1	9.76	9.32	10.07	9.86	9.28	10.01	19.72	18.56	20.54	20.89	19.92	21.49	1126	898.06	1096	1061	1050.31	1081.9	9.716666667	9.716666667	19.60666667	20.76666667	1040.02	1064.403333
G9606_2623	725	C4BPB	2.37	2.04	1.98	2.06	1.96	1.72	4.79	4.07	4.03	4.36	4.2	3.7	63.17	44.84	53.51	63.85	51.03	53.83	2.13	1.913333333	4.296666667	4.086666667	53.84	56.23666667
G9606_1276	10457	GPNMB	2.25	2.14	2.89	3	3.17	3.23	4.55	4.26	5.89	6.35	6.8	6.93	119.81	98.25	151.21	155.08	165.93	167.28	2.426666667	3.133333333	4.9	6.693333333	123.09	162.7633333
G9606_13202	55506	MACROH2A2	32.77	31.88	31.28	33.48	31.44	32.22	66.21	63.52	63.78	70.96	67.51	69.18	1211	1015.98	1140	1203	1140.97	1157.82	31.97666667	32.38	64.50333333	69.21666667	1122.326667	1167.263333
G9606_24380	8793	TNFRSF10D	15.32	14.05	14.12	14.74	13.96	13.76	30.95	27.99	28.79	31.23	29.98	29.54	1048.01	828.96	952.72	980.37	937.85	915.33	14.49666667	14.15333333	29.24333333	30.25	943.23	944.5166667
G9606_3890	23542	MAPK8IP2	1.77	1.89	2.18	1.44	1.59	1.63	3.58	3.78	4.44	3.05	3.42	3.51	194.19	179.43	237.45	153.54	172.16	175.55	1.946666667	1.553333333	3.933333333	3.326666667	203.69	167.0833333
G9606_15118	55142	HAUS2	13.36	12.18	12.26	12.61	13.84	12.97	26.98	24.28	25	26.74	29.72	27.83	928.72	749.74	881.02	870.02	890.1	834.66	12.6	13.14	25.42	28.09666667	853.16	864.9266667
G9606_20613	4914	NTRK1	0.36	0.46	0.37	0.42	0.39	0.36	0.73	0.91	0.75	0.88	0.84	0.78	18	20	18.37	20.6	19.4	18	0.396666667	0.39	0.796666667	0.833333333	18.79	19.33333333
G9606_1089	10232	MSLN	9.28	9.4	10.57	12.15	12.75	11.13	18.75	18.73	21.56	25.75	27.37	23.9	388	338.97	437	498	527	453.98	9.75	12.01	19.68	25.67333333	387.99	492.9933333
G9606_34911	493860	CCDC73	0.1	0.09	0.06	0.06	0.04	0.08	0.2	0.17	0.12	0.12	0.09	0.16	7.79	5.82	4.43	4.45	3.38	5.73	0.083333333	0.06	0.163333333	0.123333333	6.013333333	4.52
G9606_17811	54841	BIVM	4.36	4.45	4.99	5.1	4.9	5.06	8.8	8.86	10.17	10.82	10.51	10.85	306.54	267.62	348.21	350.08	340.22	347.34	4.6	5.02	9.276666667	10.72666667	307.4566667	345.88
G9606_3529	84795	PYROXD2	3.16	3.63	3.51	3.32	3.32	3.47	6.39	7.24	7.16	7.05	7.12	7.45	161	163.95	189	166	165	175.04	3.433333333	3.37	6.93	7.206666667	171.3166667	168.68
G9606_2786	64802	NMNAT1	3.36	2.43	2.67	3.18	3.03	3.42	6.8	4.85	5.45	6.75	6.51	7.34	152.3	97.18	123.21	136.6	135.75	166.18	2.82	3.21	5.7	6.866666667	124.23	146.1766667
G9606_9828	79981	FRMD1	0	0	0.02	0	0	0.03	0	0	0.04	0	0	0.07	0	0	0.85	0	0	3.12	0.006666667	0.01	0.013333333	0.023333333	0.283333333	1.04
G9606_1710	163081	ZNF567	4.33	3.97	4.33	4.59	4.54	4.26	8.75	7.91	8.83	9.72	9.75	9.14	217.01	170.89	216.84	220.97	235.98	210.79	4.21	4.463333333	8.496666667	9.536666667	201.58	222.58
G9606_6797	51100	SH3GLB1	9.09	9.18	9.78	9.43	9.91	10.33	18.37	18.3	19.94	19.99	21.28	22.18	1066.55	891.27	1083.93	1055.68	1111.66	1124.1	9.35	9.89	18.87	21.15	1013.916667	1097.146667
G9606_12678	161176	SYNE3	1.24	1.49	1.11	1.09	1.28	0.95	2.5	2.97	2.26	2.3	2.76	2.04	217.21	206.28	214.37	206.67	251.75	196.43	1.28	1.106666667	2.576666667	2.366666667	212.62	218.2833333
G9606_21840	8877	SPHK1	12.5	13.41	12.91	13.03	14.17	15.02	25.26	26.72	26.33	27.63	30.43	32.26	456	419	455	471	506	532	12.94	14.07333333	26.10333333	30.10666667	443.3333333	503
G9606_1295	145508	CEP128	3.46	3.7	4.28	3.89	3.88	3.86	6.99	7.37	8.74	8.23	8.33	8.28	311	274.8	361.27	337.04	360	340	3.813333333	3.876666667	7.7	8.28	315.69	345.68
G9606_12127	83940	TATDN1	90.31	85.55	87.18	76.49	73.63	82.08	182.46	170.44	177.76	162.12	158.1	176.23	1586.15	1272.55	1494.49	1299.42	1259.68	1363.49	87.68	77.4	176.8866667	165.4833333	1451.063333	1307.53
G9606_1607	26469	PTPN18	12.43	12.16	12.59	12.92	13.65	12.67	25.11	24.22	25.67	27.39	29.32	27.21	784.09	655.92	780.33	796.49	863.28	778.76	12.39333333	13.08	25	27.97333333	740.1133333	812.8433333
G9606_32783	57062	DDX24	29.57	28.68	29.55	27.76	29.45	29.66	59.74	57.13	60.25	58.85	63.24	63.68	3205.36	2680.95	3158.99	2927.01	3135.5	3127	29.26666667	28.95666667	59.04	61.92333333	3015.1	3063.17
G9606_15553	400793	C1orf226	1.06	1.19	1.2	1.13	1.47	1.44	2.15	2.37	2.44	2.4	3.15	3.09	85	82	95	87.98	115	112	1.15	1.346666667	2.32	2.88	87.33333333	104.9933333
G9606_2905	79847	MFSD13A	6.7	6.43	6.5	6.77	6.19	6.49	13.53	12.81	13.25	14.36	13.29	13.94	323.86	279.89	329.38	345.62	311.01	314.93	6.543333333	6.483333333	13.19666667	13.86333333	311.0433333	323.8533333
G9606_1776	57577	CCDC191	1.18	1.32	1.26	1.18	1.27	0.75	2.39	2.64	2.57	2.51	2.72	1.61	116.52	112.43	109.2	103.81	107.26	78.04	1.253333333	1.066666667	2.533333333	2.28	112.7166667	96.37
G9606_2378	24139	EML2	4.56	5.53	5.18	6.26	5.5	6.08	9.21	11.02	10.55	13.27	11.81	13.05	203	220	226	271	243	264.45	5.09	5.946666667	10.26	12.71	216.3333333	259.4833333
G9606_8269	2086	ERV3-1	0.84	1.22	1.54	1.34	1.27	1.27	1.7	2.44	3.14	2.83	2.73	2.74	52.22	65.37	94.23	80.52	77.49	76.77	1.2	1.293333333	2.426666667	2.766666667	70.60666667	78.26
G9606_10486	5818	NECTIN1	4.01	4.28	5.18	4.09	3.71	3.86	8.09	8.53	10.56	8.67	7.97	8.28	444	412.9	549	446.72	411.74	435	4.49	3.886666667	9.06	8.306666667	468.6333333	431.1533333
G9606_10838	2555	GABRA2	0.01	0.03	0.03	0.02	0.03	0.05	0.03	0.05	0.07	0.05	0.06	0.1	2.1	2	5.59	4	4.3	3.3	0.023333333	0.033333333	0.05	0.07	3.23	3.866666667
G9606_9078	834	CASP1	1.18	1.62	1.66	2.86	3.17	2.31	2.39	3.22	3.37	6.07	6.81	4.96	38.79	39.17	44.87	83.15	93.95	67.33	1.486666667	2.78	2.993333333	5.946666667	40.94333333	81.47666667
G9606_11873	3177	SLC29A2	4.63	4.95	4.9	6.08	7.84	5.28	9.35	9.86	9.99	12.88	16.83	11.34	207	190	215.97	275.17	339	237.55	4.826666667	6.4	9.733333333	13.68333333	204.3233333	283.9066667
G9606_3453	2768	GNA12	43.68	44.67	44.79	45.74	46.8	44.7	88.25	89.01	91.32	96.95	100.49	95.98	3703	3265	3743.32	3771.11	3896.23	3685.07	44.38	45.74666667	89.52666667	97.80666667	3570.44	3784.136667
G9606_7538	387914	SHISA2	1.11	1.07	1.18	3.71	4.29	3.51	2.25	2.12	2.41	7.86	9.22	7.54	82.94	68.52	86.96	268.61	314.04	254.42	1.12	3.836666667	2.26	8.206666667	79.47333333	279.0233333
G9606_18878	10350	ABCA9	0.09	0.08	0.09	0.06	0.13	0.17	0.18	0.17	0.18	0.13	0.28	0.37	10.82	8.8	10.76	7.48	15.67	20.24	0.086666667	0.12	0.176666667	0.26	10.12666667	14.46333333
