st_gene_id	gene_id	gene_symbol	fpkm_con_1	fpkm_con_2	fpkm_con_3	fpkm_p_1	fpkm_p_2	fpkm_p_3	tpm_con_1	tpm_con_2	tpm_con_3	tpm_p_1	tpm_p_2	tpm_p_3	read_count_con_1	read_count_con_2	read_count_con_3	read_count_p_1	read_count_p_2	read_count_p_3	average_fpkm_con	average_fpkm_p	average_tpm_con	average_tpm_p	average_read_count_con	average_read_count_p
G9606_10538	3798	KIF5A	6.27	6.19	6.53	6.78	7.03	6.94	12.66	12.32	13.31	14.36	15.09	14.9	698	599.79	723.88	741.03	776	759	6.33	6.916666667	12.76333333	14.78333333	673.89	758.6766667
G9606_35642	1363	CPE	8.29	7.95	7.79	8.27	8.83	9.06	16.74	15.85	15.89	17.54	18.96	19.45	412	341	382	400	431	438	8.01	8.72	16.16	18.65	378.3333333	423
G9606_3904	147906	DACT3	1.6	1.48	1.56	1.63	1.63	2.18	3.24	2.95	3.19	3.45	3.51	4.68	85	68	83	80	86	115	1.546666667	1.813333333	3.126666667	3.88	78.66666667	93.66666667
G9606_22049	57585	CRAMP1	6.88	7.29	7.12	7.38	7.17	7.14	13.9	14.52	14.51	15.64	15.39	15.34	1069.44	977.14	1091.24	1115.69	1094.71	1080.25	7.096666667	7.23	14.31	15.45666667	1045.94	1096.883333
G9606_19172	9114	ATP6V0D1	41.96	39.91	39.36	41.44	39.49	38.93	84.78	79.52	80.25	87.83	84.8	83.58	1307	1072	1210	1255.08	1207.98	1178.99	40.41	39.95333333	81.51666667	85.40333333	1196.333333	1214.016667
G9606_26152	138429	PIP5KL1	1.84	2.4	2.16	1.9	1.84	2.22	3.72	4.78	4.41	4.02	3.94	4.76	75	76	80	76.98	70	85	2.133333333	1.986666667	4.303333333	4.24	77	77.32666667
G9606_458	157680	VPS13B	2.31	2.15	2.48	2.64	2.68	2.75	4.67	4.29	5.06	5.6	5.76	5.91	621.94	510.13	653	704.78	687	719.99	2.313333333	2.69	4.673333333	5.756666667	595.0233333	703.9233333
G9606_15210	29887	SNX10	8.1	7.35	7.44	6.59	7.48	7.98	16.37	14.65	15.17	13.97	16.07	17.13	417	324	371.17	325.95	380.16	396	7.63	7.35	15.39666667	15.72333333	370.7233333	367.37
G9606_9508	83637	ZMIZ2	16.23	16.78	16.08	18.92	17.84	17.67	32.79	33.43	32.79	40.11	38.32	37.93	1599	1415.96	1565.75	1799.17	1712	1670.86	16.36333333	18.14333333	33.00333333	38.78666667	1526.903333	1727.343333
G9606_29241	84839	RAX2	0.16	0.06	0	0.09	0.12	0.1	0.32	0.11	0	0.19	0.26	0.22	6.5	2.02	0	3.65	4.89	4.09	0.073333333	0.103333333	0.143333333	0.223333333	2.84	4.21
G9606_10483	57645	POGK	14.33	13.77	14.4	15.37	14.3	15.81	28.95	27.43	29.37	32.57	30.71	33.95	1219	1034.72	1196.02	1253.03	1208.02	1285.66	14.16666667	15.16	28.58333333	32.41	1149.913333	1248.903333
G9606_9052	339983	NAT8L	7.8	7.94	8.17	7.48	7.9	7.81	15.77	15.81	16.66	15.86	16.96	16.78	920	807	950	858	914.18	895.74	7.97	7.73	16.08	16.53333333	892.3333333	889.3066667
G9606_7148	54511	HMGCLL1	0.05	0	0.06	0.05	0.05	0.05	0.11	0	0.12	0.11	0.11	0.1	3.24	0	3.67	2.91	2.21	2.84	0.036666667	0.05	0.076666667	0.106666667	2.303333333	2.653333333
G9606_2995	2266	FGG	0	0	0.03	0	0	0	0	0	0.06	0	0	0	0	0	1	0	0	0	0.01	0	0.02	0	0.333333333	0
G9606_8605	107984974	LOC107984974	9.38	9.03	11.98	10.82	8.8	10.84	18.94	17.99	24.43	22.92	18.9	23.27	254.91	208.36	251.43	249.84	203.92	254.82	10.13	10.15333333	20.45333333	21.69666667	238.2333333	236.1933333
G9606_7352	285190	RGPD4	0.1	0.16	0.23	0.16	0.18	0.21	0.2	0.31	0.46	0.34	0.38	0.45	12.92	16.84	26.45	18.65	21.51	21.5	0.163333333	0.183333333	0.323333333	0.39	18.73666667	20.55333333
G9606_2328	85461	TANC1	7.59	7.15	7.58	8.14	8.64	8.34	15.34	14.24	15.45	17.26	18.55	17.9	1067	861.88	1053	1120.93	1198	1144.53	7.44	8.373333333	15.01	17.90333333	993.96	1154.486667
G9606_7867	5136	PDE1A	0.08	0.01	0.14	0.13	0.11	0.11	0.17	0.02	0.29	0.28	0.24	0.24	6.21	0.8	5	7.9	7.4	6.91	0.076666667	0.116666667	0.16	0.253333333	4.003333333	7.403333333
G9606_9832	345222	MSANTD1	0.25	0.64	0.53	0.28	0.33	0.62	0.51	1.27	1.08	0.58	0.72	1.34	24.45	36.7	38.24	26.79	22.32	38.35	0.473333333	0.41	0.953333333	0.88	33.13	29.15333333
G9606_7228	79730	NSUN7	1.58	1.79	1.88	1.57	2.06	1.56	3.19	3.56	3.84	3.34	4.41	3.35	90.91	82.28	93.79	83.88	102.66	76.31	1.75	1.73	3.53	3.7	88.99333333	87.61666667
G9606_19659	115861	NXNL1	0.06	0	0	0	0.01	0.06	0.12	0	0	0	0.02	0.13	1	0	0	0	0.13	1.01	0.02	0.023333333	0.04	0.05	0.333333333	0.38
G9606_6348	54987	CZIB	28.19	28.52	26.71	26.21	24.74	25.27	56.95	56.82	54.46	55.55	53.13	54.24	578.34	508.3	539.77	526.56	495.71	500.41	27.80666667	25.40666667	56.07666667	54.30666667	542.1366667	507.56
G9606_2757	55294	FBXW7	6.98	6.55	7.16	7.66	7.25	7.55	14.1	13.05	14.61	16.23	15.57	16.22	545	444	612	591.86	580.87	600	6.896666667	7.486666667	13.92	16.00666667	533.6666667	590.91
G9606_15152	387496	RASL11A	3.24	3.14	3.84	3.54	3.38	3.65	6.56	6.25	7.83	7.5	7.26	7.83	72	56	86	78.02	70.25	74	3.406666667	3.523333333	6.88	7.53	71.33333333	74.09
G9606_8514	4124	MAN2A1	9.87	9.05	10.16	11.67	12.29	12.11	19.93	18.02	20.72	24.74	26.39	26	1193	1007.99	1185.09	1346.53	1420.01	1394.99	9.693333333	12.02333333	19.55666667	25.71	1128.693333	1387.176667
G9606_24496	100526693	ARPC4-TTLL3	3.71	3.43	3.23	4.66	4.7	4.27	7.5	6.84	6.58	9.88	10.08	9.17	286.9	228.94	245.94	350.19	356.41	320.83	3.456666667	4.543333333	6.973333333	9.71	253.9266667	342.4766667
G9606_7425	1832	DSP	4.34	4.14	3.98	4.23	4.73	4.78	8.77	8.24	8.12	8.96	10.15	10.25	798	646	729.99	744.11	845.01	850	4.153333333	4.58	8.376666667	9.786666667	724.6633333	813.04
G9606_9703	259307	IL4I1	1.06	1.37	0.88	1.16	0.84	1.03	2.15	2.72	1.79	2.45	1.81	2.2	39.85	42.63	34.58	40.76	30.67	39.41	1.103333333	1.01	2.22	2.153333333	39.02	36.94666667
G9606_7080	388595	TMEM82	0	0.13	0.04	0	0	0.08	0	0.25	0.08	0	0	0.16	0	3	1	0	0	2	0.056666667	0.026666667	0.11	0.053333333	1.333333333	0.666666667
G9606_7264	284021	MILR1	1.48	1.62	1.98	0.95	1.83	1.19	2.99	3.23	4.03	2.01	3.93	2.55	40.93	38.25	48.94	24.87	46.22	31.92	1.693333333	1.323333333	3.416666667	2.83	42.70666667	34.33666667
G9606_1593	347744	C6orf52	0.5	0.97	0.27	0.2	0.66	0.42	1.01	1.94	0.55	0.41	1.42	0.9	6	9	3	2	7	5	0.58	0.426666667	1.166666667	0.91	6	4.666666667
G9606_8419	5518	PPP2R1A	66.86	70.27	70.28	62.56	60.35	59.32	135.09	140.01	143.31	132.6	129.59	127.36	6958.81	6310.03	7213.54	6331.55	6167.83	6004.43	69.13666667	60.74333333	139.47	129.85	6827.46	6167.936667
G9606_12567	51529	ANAPC11	48.71	51.95	49.38	41.63	41.16	40.08	98.41	103.51	100.69	88.23	88.38	86.05	852	776	844	706.88	704	687	50.01333333	40.95666667	100.87	87.55333333	824	699.2933333
G9606_3819	3983	ABLIM1	1.49	1.62	1.64	2.01	2.1	2.1	3	3.23	3.35	4.25	4.51	4.51	198.15	181.44	212.79	257.54	274.98	266.88	1.583333333	2.07	3.193333333	4.423333333	197.46	266.4666667
G9606_22228	388677	NOTCH2NLA	0.95	1.16	0.61	1.06	1.29	1.25	1.91	2.3	1.25	2.25	2.78	2.68	97.7	103.09	62.32	106.68	131.24	125.6	0.906666667	1.2	1.82	2.57	87.70333333	121.1733333
G9606_23911	3707	ITPKB	3.78	3.71	4.38	4.81	4.81	4.19	7.63	7.4	8.94	10.19	10.32	8.99	402.44	340.79	462.53	503.55	500.56	439.86	3.956666667	4.603333333	7.99	9.833333333	401.92	481.3233333
G9606_12670	9683	N4BP1	4.86	4.92	5	5.27	5.38	5.06	9.81	9.8	10.2	11.18	11.56	10.87	669	585	680	706.98	729	678.93	4.926666667	5.236666667	9.936666667	11.20333333	644.6666667	704.97
G9606_4686	491	ATP2B2	0.02	0.01	0.01	0.01	0.02	0.01	0.05	0.02	0.02	0.03	0.05	0.02	4	1	1	2	3	1	0.013333333	0.013333333	0.03	0.033333333	2	2
G9606_7730	875	CBS	12.36	7.2	8.78	10.27	15.12	11.28	24.97	14.34	17.9	21.77	32.48	24.21	586.35	297.46	408.99	480.3	712.41	520.01	9.446666667	12.22333333	19.07	26.15333333	430.9333333	570.9066667
G9606_7526	55711	FAR2	5.21	4.28	4.39	5.37	5.44	5.63	10.53	8.53	8.94	11.38	11.69	12.09	366	259	310.1	367	377.04	393.98	4.626666667	5.48	9.333333333	11.72	311.7	379.34
G9606_21115	100287513	USP17L22	0	0	0.02	0	0	0	0	0.01	0.04	0	0	0	0	0.1	0.61	0	0	0	0.006666667	0	0.016666667	0	0.236666667	0
G9606_18817	163051	ZNF709	1.26	0.99	0.9	1.04	0.94	1	2.54	1.97	1.83	2.2	2.02	2.14	119.58	80.97	84.21	96.07	87.83	92.42	1.05	0.993333333	2.113333333	2.12	94.92	92.10666667
G9606_15319	90268	OTULIN	7.46	7.11	7.32	7.35	7.94	7.73	15.07	14.16	14.92	15.58	17.05	16.59	1212.05	997.38	1167.07	1159.3	1259.35	1222.19	7.296666667	7.673333333	14.71666667	16.40666667	1125.5	1213.613333
G9606_10559	5099	PCDH7	0.89	0.79	1	0.89	1.05	0.91	1.8	1.56	2.04	1.89	2.25	1.94	106	84	111	102	123	108	0.893333333	0.95	1.8	2.026666667	100.3333333	111
G9606_28624	4543	MTNR1A	0.14	0.1	0.18	0.08	0.05	0.07	0.29	0.2	0.36	0.18	0.1	0.15	4.01	2.18	7.55	2	1.91	2.91	0.14	0.066666667	0.283333333	0.143333333	4.58	2.273333333
G9606_17166	5458	POU4F2	0	0.02	0	0	0	0	0	0.04	0	0	0	0	0	1	0	0	0	0	0.006666667	0	0.013333333	0	0.333333333	0
G9606_25839	7283	TUBG1	166.01	176.64	175.61	180.82	183.71	173.04	335.4	351.93	358.08	383.26	394.47	371.5	5112.43	4703.26	5346.03	5429.8	5555.49	5193.23	172.7533333	179.19	348.47	383.0766667	5053.906667	5392.84
G9606_22913	8818	DPM2	54.66	61.34	52.04	52.56	51.15	57.19	110.43	122.22	106.11	111.4	109.84	122.79	874	852	823	812	797.9	873.88	56.01333333	53.63333333	112.92	114.6766667	849.6666667	827.9266667
G9606_25358	10263	CDK2AP2	93.14	99.67	92.17	100.46	93.12	90.06	188.18	198.58	187.93	212.93	199.96	193.34	1587	1462.94	1552.1	1670.89	1555.5	1496.89	94.99333333	94.54666667	191.5633333	202.0766667	1534.013333	1574.426667
G9606_30546	8290	H3-4	0.11	0	0	0	0.11	0	0.22	0	0	0	0.24	0	1	0	0	0	1	0	0.036666667	0.036666667	0.073333333	0.08	0.333333333	0.333333333
G9606_6406	57215	THAP11	19.36	21.29	19.78	20.26	20.98	18.31	39.12	42.42	40.34	42.95	45.05	39.32	694.24	658.42	699.52	706.48	738.78	638.48	20.14333333	19.85	40.62666667	42.44	684.06	694.58
G9606_26877	11284	PNKP	28.72	32.52	29.58	29.81	28.49	28.51	58.02	64.8	60.31	63.19	61.18	61.2	948	925.89	962.87	957	923.51	915	30.27333333	28.93666667	61.04333333	61.85666667	945.5866667	931.8366667
G9606_5701	114824	PNMA5	0.02	0	0.02	0.02	0	0	0.03	0	0.03	0.04	0	0	1	0	1	1	0	0	0.013333333	0.006666667	0.02	0.013333333	0.666666667	0.333333333
G9606_3745	65010	SLC26A6	14.8	15.6	15.4	17.36	18.07	16.78	29.91	31.08	31.4	36.79	38.79	36.03	720	639.83	722.99	807.68	850.81	798.62	15.26666667	17.40333333	30.79666667	37.20333333	694.2733333	819.0366667
G9606_8420	51530	ZC3HC1	16.56	17.29	19.08	16.42	16.95	16.1	33.46	34.45	38.91	34.79	36.39	34.56	596.2	545.29	664.63	578.85	604.45	553.96	17.64333333	16.49	35.60666667	35.24666667	602.04	579.0866667
G9606_6699	51319	RSRC1	14.93	12.69	12.07	11.97	12.12	13.59	30.16	25.28	24.61	25.36	26.02	29.18	645.1	495.4	568.33	515.45	563.4	594.17	13.23	12.56	26.68333333	26.85333333	569.61	557.6733333
G9606_13262	2633	GBP1	0.23	0.09	0.06	0.21	0.18	0.15	0.47	0.18	0.12	0.45	0.4	0.32	12.6	4.2	3.2	11.2	10.1	8.12	0.126666667	0.18	0.256666667	0.39	6.666666667	9.806666667
G9606_11164	55858	TMEM165	29.17	27.15	28.2	28.04	27.36	29.01	58.93	54.1	57.5	59.44	58.75	62.28	1078.1	865.12	1028.15	1010.21	992.8	1043.15	28.17333333	28.13666667	56.84333333	60.15666667	990.4566667	1015.386667
G9606_4366	1745	DLX1	14.41	13.57	13.02	13.93	14.24	14.74	29.12	27.04	26.56	29.52	30.57	31.64	631	525.98	579.56	612	633	635	13.66666667	14.30333333	27.57333333	30.57666667	578.8466667	626.6666667
G9606_17876	10480	EIF3M	119.26	116.43	117.45	104.67	104.79	109.83	240.95	231.98	239.49	221.86	225.01	235.8	3131.65	2650.08	3052.59	2686.46	2727.31	2819.58	117.7133333	106.43	237.4733333	227.5566667	2944.773333	2744.45
G9606_2104	25992	SNED1	1.4	1.43	1.38	1.76	1.71	1.85	2.82	2.84	2.81	3.72	3.66	3.98	201.32	191.95	177.58	265.01	254.41	247.08	1.403333333	1.773333333	2.823333333	3.786666667	190.2833333	255.5
G9606_18641	55256	ADI1	53.12	53.38	52.46	48.66	48.44	48.93	107.32	106.35	106.97	103.14	104.02	105.04	2301.37	1997.51	2213.46	2061.26	2072.27	2061.32	52.98666667	48.67666667	106.88	104.0666667	2170.78	2064.95
G9606_30485	9580	SOX13	12.44	12.99	12.54	14.15	13.39	12.96	25.14	25.89	25.58	30	28.74	27.82	968	868	953	1067.22	1020.97	977.96	12.65666667	13.5	25.53666667	28.85333333	929.6666667	1022.05
G9606_18183	653282	CT47A7	0	0	0	0	0	0.01	0	0.01	0	0	0	0.02	0	0.1	0	0	0	0.22	0	0.003333333	0.003333333	0.006666667	0.033333333	0.073333333
G9606_6781	128866	CHMP4B	105.98	106.07	103.93	103.18	104.11	104.16	214.12	211.33	211.92	218.69	223.56	223.62	3230	2788	3123.98	3057.98	3116	3086.94	105.3266667	103.8166667	212.4566667	221.9566667	3047.326667	3086.973333
G9606_3996	23029	RBM34	25.7	23.36	26.9	24.91	24.31	25.04	51.92	46.55	54.85	52.79	52.21	53.76	776.64	602.84	788.59	729.59	708.14	731.94	25.32	24.75333333	51.10666667	52.92	722.69	723.2233333
G9606_22573	154881	KCTD7	3.82	4	4.14	4.54	4.63	4.8	7.72	7.98	8.43	9.63	9.93	10.3	375.23	339.02	400.38	433.55	445.94	457.91	3.986666667	4.656666667	8.043333333	9.953333333	371.5433333	445.8
G9606_21046	220134	SKA1	7.34	6.65	7.82	6.89	7.01	7.42	14.83	13.25	15.94	14.6	15.06	15.93	406.61	317.34	425.94	371.52	381.66	400.47	7.27	7.106666667	14.67333333	15.19666667	383.2966667	384.55
G9606_35342	353137	LCE1F	1.21	1.99	0.28	0.76	0.65	0.43	2.44	3.96	0.58	1.61	1.4	0.93	13	18.49	3	7.95	6.88	4.54	1.16	0.613333333	2.326666667	1.313333333	11.49666667	6.456666667
G9606_33684	23645	PPP1R15A	34.69	34.91	35.6	39.65	38.33	39.24	70.09	69.55	72.58	84.03	82.3	84.25	1589	1378.99	1608.01	1765.97	1723.99	1747.85	35.06666667	39.07333333	70.74	83.52666667	1525.333333	1745.936667
G9606_6579	6391	SDHC	69.55	68.94	68.1	61.62	60.84	65.65	140.53	137.36	138.86	130.6	130.65	140.95	2331.65	1932.71	2192.77	2108.65	2132.88	2168.89	68.86333333	62.70333333	138.9166667	134.0666667	2152.376667	2136.806667
G9606_8450	51287	COA4	80.57	79.99	74.1	67.22	67.11	63.64	162.79	159.37	151.1	142.47	144.1	136.63	1332.06	1126.35	1198.91	1087.33	1101.26	1022.48	78.22	65.99	157.7533333	141.0666667	1219.106667	1070.356667
G9606_5693	63970	TP53AIP1	0.23	0.18	0.11	0.14	0.23	0.27	0.47	0.37	0.22	0.29	0.49	0.59	6.34	4.71	3.15	3.46	4.15	3.86	0.173333333	0.213333333	0.353333333	0.456666667	4.733333333	3.823333333
G9606_12420	3792	KEL	0.24	0.21	0.15	0.25	0.2	0.38	0.49	0.42	0.32	0.53	0.43	0.81	10	7	6	8	9	12	0.2	0.276666667	0.41	0.59	7.666666667	9.666666667
G9606_25916	5862	RAB2A	57.05	52.53	51.76	52.59	52.2	53.86	115.27	104.66	105.55	111.46	112.09	115.63	4128	3278.01	3693.56	3700.01	3709	3789.21	53.78	52.88333333	108.4933333	113.06	3699.856667	3732.74
G9606_17230	93979	CPA5	0.21	0.16	0.21	0.18	0.2	0.22	0.43	0.33	0.44	0.37	0.43	0.46	8	5	8	6	7	8	0.193333333	0.2	0.4	0.42	7	7
G9606_14071	9667	SAFB2	19.16	18.99	20.21	19.7	18.95	19.56	38.71	37.84	41.21	41.76	40.69	41.99	1217.55	1051.09	1263.81	1223.22	1215.27	1237.47	19.45333333	19.40333333	39.25333333	41.48	1177.483333	1225.32
G9606_8858	1649	DDIT3	18.18	16.95	16.47	14.53	14.06	14.05	36.73	33.76	33.58	30.79	30.19	30.16	333.51	265.45	298.04	271.22	262	245.13	17.2	14.21333333	34.69	30.38	299	259.45
G9606_20329	2153	F5	0.07	0.03	0.05	0.04	0.03	0.05	0.15	0.07	0.09	0.09	0.06	0.11	13.05	5.33	7.94	7.14	4.9	8.91	0.05	0.04	0.103333333	0.086666667	8.773333333	6.983333333
G9606_8721	113177	IZUMO4	0.66	1.25	0.79	0.84	0.56	0.67	1.33	2.48	1.61	1.78	1.21	1.45	13	20	17.02	15	10	11	0.9	0.69	1.806666667	1.48	16.67333333	12
G9606_21513	105377805	LOC105377805	0.1	0.12	0.06	0.14	0.1	0.14	0.2	0.24	0.13	0.29	0.21	0.3	8	9	6	12	9	11	0.093333333	0.126666667	0.19	0.266666667	7.666666667	10.66666667
G9606_27439	8351	H3C4	0.45	1.17	0.57	0.35	0.24	0.12	0.91	2.33	1.16	0.73	0.51	0.25	5.5	12	8	5.39	4	1	0.73	0.236666667	1.466666667	0.496666667	8.5	3.463333333
G9606_34246	440435	GPR179	0.04	0	0.02	0.05	0.02	0.05	0.09	0	0.05	0.1	0.05	0.1	8	0	4	8	4	8	0.02	0.04	0.046666667	0.083333333	4	6.666666667
G9606_24167	113791	PIK3IP1	1.25	1.64	1.84	2.43	2.36	1.82	2.52	3.28	3.74	5.15	5.06	3.9	58	66	84	110	107.23	82	1.576666667	2.203333333	3.18	4.703333333	69.33333333	99.74333333
G9606_26483	2874	GPS2	147.93	151.21	143.15	145.04	136.86	136.14	298.89	301.27	291.89	307.41	293.87	292.27	3272	2884.23	3122.49	3119.45	2972.49	2927.87	147.43	139.3466667	297.35	297.85	3092.906667	3006.603333
G9606_27912	388969	C2orf68	15.61	17.06	14.52	17.94	17.95	18.66	31.53	33.99	29.61	38.02	38.54	40.06	929.03	853.93	897.48	1057.25	1085.92	1145.38	15.73	18.18333333	31.71	38.87333333	893.48	1096.183333
G9606_21026	107984138	LOC107984138	3.92	2.94	3.94	4.13	4.09	4.59	7.92	5.85	8.03	8.74	8.79	9.85	202.85	131.14	200.97	211.45	208.16	234.29	3.6	4.27	7.266666667	9.126666667	178.32	217.9666667
G9606_10069	56907	SPIRE1	12.79	11.84	12.33	13.41	13.68	14.42	25.84	23.58	25.14	28.42	29.38	30.96	1344.25	1083.36	1294.66	1392.18	1435.45	1449.35	12.32	13.83666667	24.85333333	29.58666667	1240.756667	1425.66
G9606_15485	10322	SMYD5	31.41	31.77	30.96	28.03	29.19	28.65	63.45	63.3	63.12	59.41	62.67	61.51	1544	1347	1500.86	1340	1409	1369.56	31.38	28.62333333	63.29	61.19666667	1463.953333	1372.853333
G9606_15646	91057	CCDC34	20.19	20.14	19	17.75	18.05	19.3	40.79	40.13	38.75	37.61	38.77	41.42	589	507	545.52	500	517	549.96	19.77666667	18.36666667	39.89	39.26666667	547.1733333	522.32
G9606_9058	727830	SPATA31A3	0	0.03	0.01	0.01	0	0.03	0	0.06	0.03	0.03	0	0.05	0	2	1	1.01	0	2	0.013333333	0.013333333	0.03	0.026666667	1	1.003333333
G9606_27897	51588	PIAS4	14.27	16.49	14.89	16.04	15.33	15.9	28.82	32.85	30.37	34	32.93	34.14	845	843.7	871.95	926.99	894.18	916.44	15.21666667	15.75666667	30.68	33.69	853.55	912.5366667
G9606_12498	123876	ACSM2A	0.04	0.02	0.05	0.04	0.06	0	0.07	0.05	0.11	0.08	0.14	0	2.34	1.31	3	2	4.03	0	0.036666667	0.033333333	0.076666667	0.073333333	2.216666667	2.01
G9606_12392	25793	FBXO7	47.3	47.68	48.05	43.53	45.07	45.14	95.57	95	97.99	92.27	96.78	96.91	1815	1573.05	1826.99	1629	1711.8	1696.05	47.67666667	44.58	96.18666667	95.32	1738.346667	1678.95
G9606_8566	5051	PAFAH2	2.82	3.41	3.06	3.44	2.98	2.65	5.7	6.78	6.23	7.29	6.39	5.7	187.19	197.06	206.25	227.03	197.78	176.69	3.096666667	3.023333333	6.236666667	6.46	196.8333333	200.5
G9606_9797	64801	ARV1	15.22	14.37	12.54	13.08	14.61	14.24	30.74	28.62	25.57	27.73	31.37	30.57	411.41	334.98	334.43	344.02	387.79	374.36	14.04333333	13.97666667	28.31	29.89	360.2733333	368.7233333
G9606_7590	8673	VAMP8	2.62	1.22	1.07	1.58	2.06	1.52	5.3	2.43	2.17	3.35	4.42	3.27	33	13	13	19	25	19	1.636666667	1.72	3.3	3.68	19.66666667	21
G9606_20443	9318	COPS2	16.58	14.38	15.63	13.34	14.54	14.85	33.51	28.66	31.87	28.28	31.22	31.88	2127.71	1591.67	1978.39	1664.69	1832.99	1853.22	15.53	14.24333333	31.34666667	30.46	1899.256667	1783.633333
G9606_10573	9937	DCLRE1A	4.61	4.73	4.71	4.9	4.79	4.68	9.31	9.43	9.61	10.38	10.29	10.05	387	340	393.81	394	391.85	390.99	4.683333333	4.79	9.45	10.24	373.6033333	392.28
G9606_5	4584	MUC3A	0	0.01	0	0.02	0	0.02	0	0.01	0.01	0.05	0.01	0.04	0	1	1	5	1	4	0.003333333	0.013333333	0.006666667	0.033333333	0.666666667	3.333333333
G9606_6859	7153	TOP2A	156.24	148.09	160.44	165.83	166.51	168.59	315.67	295.06	327.15	351.48	357.56	361.94	17301	14130.87	17506.93	17867.86	18080.81	18164.04	154.9233333	166.9766667	312.6266667	356.9933333	16312.93333	18037.57
G9606_12924	745	MYRF	24.76	24.86	25.76	28.87	29.35	28.57	50.03	49.54	52.53	61.2	63.03	61.35	2811	2430.29	2882.57	3193.32	3283.72	3160.34	25.12666667	28.93	50.7	61.86	2707.953333	3212.46
G9606_15557	8505	PARG	11.63	11.53	10.92	11.89	13.91	13.84	23.51	22.97	22.27	25.21	29.87	29.72	831	727	799.01	920.01	955.56	929.02	11.36	13.21333333	22.91666667	28.26666667	785.67	934.8633333
G9606_6066	10260	DENND4A	3.68	3.9	4.38	4.98	4.85	4.78	7.43	7.77	8.94	10.56	10.42	10.27	612.36	530.08	643.79	751.51	728.42	739.56	3.986666667	4.87	8.046666667	10.41666667	595.41	739.83
G9606_22638	386617	KCTD8	0.04	0.02	0.02	0	0	0	0.08	0.05	0.04	0	0	0	2	1	1	0	0	0	0.026666667	0	0.056666667	0	1.333333333	0
G9606_5848	54331	GNG2	1.43	1.87	1.94	1.92	1.83	1.65	2.9	3.72	3.96	4.07	3.92	3.54	98	111	132	127.99	124	111	1.746666667	1.8	3.526666667	3.843333333	113.6666667	120.9966667
G9606_1912	79161	TMEM243	9.22	7.84	8.34	9.39	9.38	9.17	18.62	15.62	17	19.91	20.14	19.69	198.4	145.47	190.11	210.92	204.44	201.47	8.466666667	9.313333333	17.08	19.91333333	177.9933333	205.61
G9606_9532	440400	RNASEK	268.08	286.26	254.47	267.93	250.38	243.17	541.63	570.36	518.89	567.89	537.66	522.06	4009	3691.93	3753.09	3896.26	3677	3535.98	269.6033333	253.8266667	543.6266667	542.5366667	3818.006667	3703.08
G9606_12908	92745	SLC38A5	0.1	0.27	0.2	0.17	0.07	0.11	0.2	0.53	0.41	0.37	0.14	0.24	3.02	8	6.01	6	2	3.96	0.19	0.116666667	0.38	0.25	5.676666667	3.986666667
G9606_744	57035	RSRP1	15.19	15.35	14.58	17.3	16.95	14.81	30.68	30.58	29.73	36.66	36.39	31.79	463	411	452	517	525	451	15.04	16.35333333	30.33	34.94666667	442	497.6666667
G9606_24692	57132	CHMP1B	16.75	16.14	16.63	17.59	16.32	17.34	33.83	32.16	33.91	37.29	35.05	37.22	980.31	814.84	960.21	1001.49	938.43	986.79	16.50666667	17.08333333	33.3	36.52	918.4533333	975.57
G9606_6876	3557	IL1RN	0	0	0.03	0	0.03	0	0	0	0.06	0	0.07	0	0	0	1	0	1	0	0.01	0.01	0.02	0.023333333	0.333333333	0.333333333
G9606_24926	8643	PTCH2	1.59	1.6	1.8	1.84	1.44	1.6	3.21	3.19	3.68	3.9	3.1	3.43	136	118	152	153	121	133	1.663333333	1.626666667	3.36	3.476666667	135.3333333	135.6666667
G9606_17320	219537	SMTNL1	0.03	0	0.03	0.07	0.03	0.03	0.06	0	0.07	0.14	0.07	0.07	1	0	1	2	1	1	0.02	0.043333333	0.043333333	0.093333333	0.666666667	1.333333333
G9606_8662	253017	TECRL	0.02	0	0.04	0.03	0.06	0	0.04	0	0.07	0.07	0.14	0	1.19	0	1.99	1.79	3.56	0	0.02	0.03	0.036666667	0.07	1.06	1.783333333
G9606_4134	1831	TSC22D3	4.95	6.56	6.95	8.72	8.15	6.76	10	13.07	14.17	18.49	17.51	14.5	179	211	255	316	299	244	6.153333333	7.876666667	12.41333333	16.83333333	215	286.3333333
G9606_20309	2932	GSK3B	9.83	8.93	9.85	10.18	10.32	10.71	19.87	17.79	20.08	21.57	22.16	23	1485	1163	1466.99	1494.45	1529.91	1573.55	9.536666667	10.40333333	19.24666667	22.24333333	1371.663333	1532.636667
G9606_16880	1668	DEFA3	0.23	0	0	0	0	0	0.46	0	0	0	0	0	2	0	0	0	0	0	0.076666667	0	0.153333333	0	0.666666667	0
G9606_15444	8915	BCL10	7.47	5.8	7.14	6.27	6.64	6.29	15.09	11.55	14.57	13.29	14.25	13.51	389.75	266.8	377.26	323.93	348.01	327.09	6.803333333	6.4	13.73666667	13.68333333	344.6033333	333.01
G9606_32466	2559	GABRA6	0	0.02	0	0.04	0	0	0	0.05	0	0.09	0	0	0	1	0	2	0	0	0.006666667	0.013333333	0.016666667	0.03	0.333333333	0.666666667
G9606_6659	51738	GHRL	0.5	0.91	0.5	0.78	0.83	0.5	1	1.81	1.02	1.64	1.78	1.08	18	15	15	22	14	16	0.636666667	0.703333333	1.276666667	1.5	16	17.33333333
